Species2_eBird,Family2,Order2,Mass,Habitat,Habitat.Density,Trophic.Level,Trophic.Niche,Migration,Primary.Lifestyle,mu.beak.l.c,mu.beak.l.n,mu.beak.w,mu.beak.d,mu.tarsus.l,mu.hwi,mu.tail.l
Actitis hypoleucos,Scolopacidae,Charadriiformes,48,Wetland,3,Carnivore,Aquatic predator,3,Terrestrial,30.086363636363636,19.8875,3.1,3.9785714285714286,22.416666666666664,47.9875,57.41428571428571
Actitis macularius,Scolopacidae,Charadriiformes,40.4,Wetland,3,Carnivore,Aquatic predator,3,Terrestrial,25.7,16.175,2.7,3.3099999999999996,24.18,47.4875,53
Actophilornis africanus,Jacanidae,Charadriiformes,189.1,Wetland,3,Carnivore,Aquatic predator,2,Terrestrial,37.120000000000005,19.7875,4.619999999999999,6.3,65.68,29.8875,47
Actophilornis albinucha,Jacanidae,Charadriiformes,239,Wetland,3,Carnivore,Aquatic predator,2,Terrestrial,33.379999999999995,19.2125,4.42,6.1899999999999995,66.39,31.025,45
Adelomyia melanogenys,Trochilidae,Caprimulgiformes,4.9,Forest,1,Herbivore,Nectarivore,1,Aerial,17.916666666666664,13.825,2.5964285714285715,2.079069767441861,5.992105263157894,60.20789473684211,35.37708333333333
Aechmophorus clarkii,Podicipedidae,Podicipediformes,1090.9,Wetland,3,Carnivore,Aquatic predator,3,Aquatic,77.91,58.8,7.52,11.59,76.59,41.787499999999994,34
Aechmophorus occidentalis,Podicipedidae,Podicipediformes,1137,Wetland,3,Carnivore,Aquatic predator,3,Aquatic,73.2125,54.125,6.6,10.1875,71.7,40.824999999999996,29.775
Aegithalos caudatus,Aegithalidae,Passeriformes,8.6,Forest,2,Carnivore,Invertivore,1,Insessorial,7.611111111111111,4.2125,2.5,3.32,15.88888888888889,22.003125,87.78888888888889
Aegithalos concinnus,Aegithalidae,Passeriformes,6.1,Forest,1,Carnivore,Invertivore,1,Insessorial,7.3916666666666675,4.324999999999999,2.4916666666666667,2.9916666666666667,15.491666666666667,17.6125,46.775
Aegithalos fuliginosus,Aegithalidae,Passeriformes,5.7,Forest,2,Carnivore,Invertivore,1,Insessorial,7.675000000000001,4.3875,2.1125,2.9875,15.587499999999999,18.6125,57
Aegithalos glaucogularis,Aegithalidae,Passeriformes,8.6,Forest,2,Carnivore,Invertivore,1,Insessorial,7.5,4.824999999999999,2.6125,3.2874999999999996,15.7125,19.9125,61.775
Aegithalos iouschistos,Aegithalidae,Passeriformes,7,Forest,2,Carnivore,Invertivore,1,Insessorial,7.815384615384615,4.895833333333334,2.323076923076923,2.7,16.50769230769231,15.995833333333334,52.911538461538456
Aegithalos leucogenys,Aegithalidae,Passeriformes,6.7,Forest,2,Carnivore,Invertivore,1,Insessorial,7.6,4.7875,2.025,3.225,16.2125,16.6,51
Aegithalos niveogularis,Aegithalidae,Passeriformes,7.8,Forest,2,Carnivore,Invertivore,1,Insessorial,9.120000000000001,5.3,2.51,2.99,17.9,15.075,56.4
Aegithina lafresnayei,Aegithinidae,Passeriformes,12,Forest,1,Carnivore,Invertivore,1,Insessorial,23.4125,14.912500000000001,5.0875,6.324999999999999,20.0875,8.575,56
Aegithina nigrolutea,Aegithinidae,Passeriformes,11.8,Shrubland,2,Carnivore,Invertivore,1,Insessorial,15.68,9.775,3.7,3.7199999999999998,18.009999999999998,12.3875,47.2
Aegithina tiphia,Aegithinidae,Passeriformes,12,Forest,1,Carnivore,Invertivore,1,Insessorial,17.014285714285712,10.78846153846154,4.285714285714286,4.485714285714286,19.682142857142857,10.023076923076923,47.775
Aegithina viridissima,Aegithinidae,Passeriformes,13.4,Forest,1,Carnivore,Invertivore,1,Insessorial,15.885714285714286,10.6125,4.207142857142857,4.421428571428572,17.685714285714283,11.3875,43.878571428571426
Aegolius acadicus,Strigidae,Strigiformes,100.7,Forest,2,Carnivore,Vertivore,3,Insessorial,18.189999999999998,9.912500000000001,7.02,10.5,23.62,29.8,78
Aegolius funereus,Strigidae,Strigiformes,137.2,Forest,1,Carnivore,Vertivore,2,Insessorial,18.214285714285715,10.9875,7.9,10.4875,23.392857142857142,31.5,102.5
Aegolius harrisii,Strigidae,Strigiformes,120,Forest,2,Carnivore,Vertivore,1,Insessorial,21.975,12.616666666666667,7.591666666666667,12.4,28.125,27.09,72.90833333333333
Aegolius ridgwayi,Strigidae,Strigiformes,80,Forest,1,Carnivore,Vertivore,2,Insessorial,18.39,12.09,7.88,10.88,23.28,24.91,67.2
Aegotheles affinis,Aegothelidae,Caprimulgiformes,60,Forest,1,Carnivore,Invertivore,1,Insessorial,17.8,6.199999999999999,5.1,4.199999999999999,20.6,29.575000000000003,117.425
Aegotheles albertisi,Aegothelidae,Caprimulgiformes,35.2,Forest,1,Carnivore,Invertivore,1,Insessorial,11.6,4.2,3.2,4,18.8,29.8,87
Aegotheles archboldi,Aegothelidae,Caprimulgiformes,30.6,Forest,1,Carnivore,Invertivore,1,Insessorial,12.925,3.6,3.475,2.6,18.625,31.799999999999997,95.5
Aegotheles bennettii,Aegothelidae,Caprimulgiformes,60,Forest,1,Carnivore,Invertivore,1,Insessorial,15.6125,5.5875,4.3875,3.875,19.4,32.375,114.5
Aegotheles crinifrons,Aegothelidae,Caprimulgiformes,136,Forest,1,Carnivore,Invertivore,1,Insessorial,23.32,8.2,8.39,6,24.88,27.383333333333333,144.12
Aegotheles cristatus,Aegothelidae,Caprimulgiformes,42.8,Woodland,2,Carnivore,Invertivore,1,Insessorial,14,4.975,4.02,3.6750000000000003,23.689999999999998,34.6125,121.2
Aegotheles insignis,Aegothelidae,Caprimulgiformes,78.5,Forest,1,Carnivore,Invertivore,1,Insessorial,19.5,6.0875,3.875,4.0125,21.3125,30.4125,137
Aegotheles savesi,Aegothelidae,Caprimulgiformes,52,Forest,1,Carnivore,Invertivore,NA,Insessorial,21.6,6.6,7.1,5,32.5,20.9,149
Aegotheles tatei,Aegothelidae,Caprimulgiformes,52,Forest,1,Carnivore,Invertivore,1,Insessorial,20,7.4,7.5,5,16.1,27.6,130.2
Aegotheles wallacii,Aegothelidae,Caprimulgiformes,50.7,Forest,1,Carnivore,Invertivore,1,Insessorial,17.516666666666666,5.383333333333333,3.783333333333333,3.9,18.5,30,102.68333333333334
Aegypius monachus,Accipitridae,Accipitriformes,9320.6,Forest,2,Scavenger,Scavenger,1,Terrestrial,87.775,59.9,27.8875,39.8125,134.225,41.125,371
Aepypodius arfakianus,Megapodiidae,Galliformes,1463.8,Forest,1,Herbivore,Omnivore,1,Terrestrial,35.42,19.775,12.01,17.61,83.42,16.9,127.2
Aepypodius bruijnii,Megapodiidae,Galliformes,192,Forest,1,Herbivore,Omnivore,1,Terrestrial,33.6,22.4,13.5,19.9,100,19.5,98
Aerodramus amelis,Apodidae,Caprimulgiformes,10.7,Forest,1,Carnivore,Invertivore,1,Aerial,6.3149999999999995,2.5,2.125,2.32,9.5,67.095,50.18
Aerodramus bartschi,Apodidae,Caprimulgiformes,7.4,Forest,1,Carnivore,Invertivore,1,Aerial,5.3,2.4166666666666665,2,2.0833333333333335,8.316666666666666,60.475,41.28333333333333
Aerodramus brevirostris,Apodidae,Caprimulgiformes,13.4,Rock,1,Carnivore,Invertivore,1,Aerial,6.578571428571428,3.0214285714285714,3.4,2.5,9.883333333333333,65.19285714285715,51.621428571428574
Aerodramus ceramensis,Apodidae,Caprimulgiformes,13.4,Forest,1,Carnivore,Invertivore,1,Aerial,6.32,2.3899999999999997,2.52,1.78,8,70.9,46.8
Aerodramus elaphrus,Apodidae,Caprimulgiformes,10.7,Forest,1,Carnivore,Invertivore,1,Aerial,6.4,2.075,2.0875000000000004,1.6875,8.775,69.7,47.775
Aerodramus francicus,Apodidae,Caprimulgiformes,8.9,Forest,1,Carnivore,Invertivore,1,Aerial,6.175000000000001,1.7875,1.9125,1.3125,9.212499999999999,67.6,47
Aerodramus fuciphagus,Apodidae,Caprimulgiformes,10.7,Forest,1,Carnivore,Invertivore,1,Aerial,7.025,2.375,2.3,1.9125,8.787500000000001,66.2125,47.775
Aerodramus germani,Apodidae,Caprimulgiformes,10.7,Forest,1,Carnivore,Invertivore,1,Aerial,6.824999999999999,2.1125,2.375,1.9875,10.225,69.9125,50
Aerodramus hirundinaceus,Apodidae,Caprimulgiformes,10.1,Forest,1,Carnivore,Invertivore,1,Aerial,6.3875,1.9875,2.0875000000000004,1.6,8.425,69.0875,47.5
Aerodramus infuscatus,Apodidae,Caprimulgiformes,13.4,Forest,1,Carnivore,Invertivore,1,Aerial,5.5,2.6,2,2.1,9.9,70.3,49.9
Aerodramus inquietus,Apodidae,Caprimulgiformes,11,Forest,1,Carnivore,Invertivore,1,Aerial,7.0875,2.8,1.9875,2.2125000000000004,8.383333333333333,68.5875,50.7875
Aerodramus leucophaeus,Apodidae,Caprimulgiformes,13.4,Forest,1,Carnivore,Invertivore,1,Aerial,6.5928571428571425,1.9785714285714286,1.8071428571428572,1.6785714285714284,8.985714285714286,63.49,53.58571428571429
Aerodramus maximus,Apodidae,Caprimulgiformes,17,Forest,1,Carnivore,Invertivore,1,Aerial,8.212499999999999,3.7874999999999996,2.9875,2.4875,11.775,67.8,46.225
Aerodramus mearnsi,Apodidae,Caprimulgiformes,11.3,Forest,1,Carnivore,Invertivore,1,Aerial,6.1875,1.9,2.1,1.775,8.925,67.9125,46.5
Aerodramus nuditarsus,Apodidae,Caprimulgiformes,13.4,Forest,1,Carnivore,Invertivore,1,Aerial,7.6,3.7,2.9,2.6,10.9,67.7,48.2
Aerodramus ocistus,Apodidae,Caprimulgiformes,13.4,Forest,1,Carnivore,Invertivore,1,Aerial,6.6,2,1.8,1.7,9,63.5,53.6
Aerodramus orientalis,Apodidae,Caprimulgiformes,13.4,Forest,1,Carnivore,Invertivore,1,Aerial,7.6,3.7,2.9,2.6,10.9,67.7,48.2
Aerodramus papuensis,Apodidae,Caprimulgiformes,19.9,Rock,1,Carnivore,Invertivore,1,Aerial,8.5,3.775,3.3,2.5125,11.087499999999999,70.4125,50.9
Aerodramus pelewensis,Apodidae,Caprimulgiformes,13.4,Forest,1,Carnivore,Invertivore,1,Aerial,5.6,2.625,2.125,1.8875,9.0125,68.4875,49.3875
Aerodramus salangana,Apodidae,Caprimulgiformes,11.3,Rock,1,Carnivore,Invertivore,1,Aerial,6.7125,2.2,2.3125,2.1125,10.1,66.7,50.5
Aerodramus sawtelli,Apodidae,Caprimulgiformes,8.6,Forest,1,Carnivore,Invertivore,1,Aerial,6.9,2.5,1.7,1.7,8.5,67.3,54
Aerodramus sororum,Apodidae,Caprimulgiformes,21.5,Forest,1,Carnivore,Invertivore,1,Aerial,5.5,2.6,2,2.1,9.9,70.3,49.9
Aerodramus spodiopygius,Apodidae,Caprimulgiformes,8,Forest,1,Carnivore,Invertivore,1,Aerial,6.6,2.1875,2.0125,1.6125,7.875,67.2875,50.225
Aerodramus terraereginae,Apodidae,Caprimulgiformes,12,Grassland,1,Carnivore,Invertivore,1,Aerial,6.6125,2.2,1.975,1.8,8.7,67.0875,50.225
Aerodramus unicolor,Apodidae,Caprimulgiformes,11,Rock,1,Carnivore,Invertivore,1,Aerial,6.58,2.3,2.29,1.825,9.92,67.975,52.2
Aerodramus vanikorensis,Apodidae,Caprimulgiformes,10.7,Forest,1,Carnivore,Invertivore,1,Aerial,6.425000000000001,2.1125,1.8875,1.625,9.325,68.3125,51.775
Aerodramus vulcanorum,Apodidae,Caprimulgiformes,13.4,Rock,1,Carnivore,Invertivore,1,Aerial,7.075,2.4,2.2,1.975,9.425,66.6,53.5
Aerodramus whiteheadi,Apodidae,Caprimulgiformes,14,Forest,1,Carnivore,Invertivore,1,Aerial,8.7,3,2.9,2.2,10.7,69.2,50
Aeronautes andecolus,Apodidae,Caprimulgiformes,17.6,Shrubland,1,Carnivore,Invertivore,1,Aerial,7.01,2.975,2.38,2.0875000000000004,8.61,70.3125,62.2
Aeronautes montivagus,Apodidae,Caprimulgiformes,20.1,Forest,1,Carnivore,Invertivore,1,Aerial,6.5125,3.125,2.375,2.6125,8.1125,68.6125,46.225
Aeronautes saxatalis,Apodidae,Caprimulgiformes,32.1,Rock,1,Carnivore,Invertivore,1,Aerial,7.008333333333333,2.9916666666666667,2.908333333333333,2.4833333333333334,10.6,69.80833333333334,63.68333333333334
Aethia cristatella,Alcidae,Charadriiformes,259.4,Marine,3,Carnivore,Aquatic predator,3,Aquatic,21.09,7.1,6.09,10.91,27.41,44.125,38
Aethia psittacula,Alcidae,Charadriiformes,270,Marine,3,Carnivore,Aquatic predator,3,Aquatic,20.125,8.8,6.2125,12.625,29.424999999999997,41.1125,39
Aethia pusilla,Alcidae,Charadriiformes,84,Marine,3,Carnivore,Aquatic predator,3,Aquatic,15,5.675000000000001,5,6.380000000000001,19.02,40.400000000000006,27
Aethia pygmaea,Alcidae,Charadriiformes,112,Marine,3,Carnivore,Aquatic predator,3,Aquatic,15.9,6.025,4.9,7.3125,22.5875,40.8,31.225
Aethopyga bella,Nectariniidae,Passeriformes,4,Forest,1,Omnivore,Omnivore,1,Insessorial,14.92,10.7,2.92,2.8,12.6,15.825,27
Aethopyga boltoni,Nectariniidae,Passeriformes,7.1,Forest,1,Omnivore,Omnivore,1,Insessorial,20.1,15.42142857142857,3.3785714285714286,3.2071428571428573,15.414285714285715,16.878571428571426,40.707142857142856
Aethopyga christinae,Nectariniidae,Passeriformes,5.2,Forest,1,Herbivore,Omnivore,1,Insessorial,17.5,12.075,3.1833333333333336,3.1166666666666667,13.808333333333334,19.8,39.5
Aethopyga decorosa,Nectariniidae,Passeriformes,5.6,Forest,1,Omnivore,Nectarivore,1,Insessorial,20.5,15.2,3.5,3.1,14.6,16.6,26.8
Aethopyga duyvenbodei,Nectariniidae,Passeriformes,6,Forest,1,Omnivore,Omnivore,1,Insessorial,20.62,14.412500000000001,3.7199999999999998,3.32,16.3,19.0125,35.8
Aethopyga eximia,Nectariniidae,Passeriformes,5.2,Forest,1,Omnivore,Omnivore,1,Insessorial,21.68,14.9,3.3099999999999996,3.1100000000000003,15.9,14.2,49
Aethopyga flagrans,Nectariniidae,Passeriformes,6.7,Forest,1,Omnivore,Nectarivore,1,Insessorial,19.18,13.775,3.01,3.08,14.92,13.675,30.6
Aethopyga gouldiae,Nectariniidae,Passeriformes,5,Forest,1,Omnivore,Nectarivore,2,Insessorial,17.9125,11.787500000000001,3.1875,2.8875,13.9,21.1125,57.6125
Aethopyga guimarasensis,Nectariniidae,Passeriformes,6.7,Forest,1,Omnivore,Nectarivore,1,Insessorial,19.2,13.8,3,3.1,14.9,13.7,30.6
Aethopyga ignicauda,Nectariniidae,Passeriformes,8.2,Forest,1,Omnivore,Nectarivore,1,Insessorial,21.32,15.075,3.49,2.9,15.52,16.0125,74.5
Aethopyga jefferyi,Nectariniidae,Passeriformes,6.7,Forest,1,Omnivore,Nectarivore,1,Insessorial,20.5,15.2,3.5,3.1,14.6,16.6,26.8
Aethopyga linaraborae,Nectariniidae,Passeriformes,7.2,Forest,1,Omnivore,Nectarivore,1,Insessorial,22.5125,16.625,3.4124999999999996,3.2125000000000004,15.4875,15.825,40.125
Aethopyga magnifica,Nectariniidae,Passeriformes,9.3,Forest,2,Herbivore,Nectarivore,1,Insessorial,19,14.3,3.4,2.4,13,17.4,38.1
Aethopyga mystacalis,Nectariniidae,Passeriformes,6,Forest,1,Omnivore,Nectarivore,1,Insessorial,16.575000000000003,11.1125,3.0875000000000004,3.3125,13.3,15.712499999999999,41.5
Aethopyga nipalensis,Nectariniidae,Passeriformes,6.9,Forest,1,Omnivore,Nectarivore,1,Insessorial,22.0875,16.3875,3.4,3.1875,13.212499999999999,18.299999999999997,53.775
Aethopyga primigenia,Nectariniidae,Passeriformes,7,Forest,1,Omnivore,Nectarivore,1,Insessorial,20.8,16.483333333333334,3.1083333333333334,3.5166666666666666,16.083333333333336,15.8,34.475
Aethopyga pulcherrima,Nectariniidae,Passeriformes,6.2,Forest,1,Omnivore,Nectarivore,1,Insessorial,20.52,15.175,3.51,3.09,14.6,16.5875,26.8
Aethopyga saturata,Nectariniidae,Passeriformes,5.3,Forest,1,Herbivore,Nectarivore,1,Insessorial,22.009999999999998,15.425,3.21,3.1,14.1,16.225,62.4
Aethopyga shelleyi,Nectariniidae,Passeriformes,4,Forest,1,Omnivore,Nectarivore,1,Insessorial,16.1,10.825,3.21,2.59,13.379999999999999,15.587499999999999,37.9
Aethopyga siparaja,Nectariniidae,Passeriformes,6.7,Forest,2,Herbivore,Nectarivore,1,Insessorial,19.006451612903227,14.318750000000001,3.375,2.4086206896551725,12.979310344827585,17.41875,38.105555555555554
Aethopyga temminckii,Nectariniidae,Passeriformes,6,Forest,1,Omnivore,Nectarivore,1,Insessorial,16.48,11.8125,2.88,2.62,13.7,16.1875,39.8
Aethopyga tibolii,Nectariniidae,Passeriformes,6.3,Forest,1,Omnivore,Omnivore,1,Insessorial,20.1,15.4,3.4,3.2,15.4,16.9,40.7
Aethopyga vigorsii,Nectariniidae,Passeriformes,6.7,Forest,2,Herbivore,Nectarivore,1,Insessorial,22.7125,16.5,3.8125,3.3,15.775,15.6125,49.775
Afropavo congensis,Phasianidae,Galliformes,1273.7,Forest,1,Omnivore,Invertivore,1,Terrestrial,37.61,16.2875,9.11,9.42,95.02000000000001,10.1,159.79000000000002
Agamia agami,Ardeidae,Pelecaniformes,567,Forest,2,Carnivore,Aquatic predator,1,Terrestrial,158.81,145.9875,12.48,17.38,98.28,33.3875,97.2
Agapornis canus,Psittaculidae,Psittaciformes,30,Forest,2,Herbivore,Omnivore,1,Insessorial,13.620000000000001,11.1875,7.42,12.09,12.99,45.212500000000006,49
Agapornis fischeri,Psittaculidae,Psittaciformes,48.3,Woodland,3,Herbivore,Granivore,1,Insessorial,18.79,16.6125,11.02,16.71,14.379999999999999,40.375,42.6
Agapornis lilianae,Psittaculidae,Psittaciformes,37.3,Woodland,2,Herbivore,Granivore,1,Generalist,15.978571428571428,14.308333333333334,9.12142857142857,14.207142857142856,13.678571428571427,36.99166666666667,41.707142857142856
Agapornis nigrigenis,Psittaculidae,Psittaciformes,40.5,Woodland,2,Herbivore,Granivore,1,Generalist,16,13.91875,9.694444444444443,14.705555555555556,12.988888888888889,42.49375,39.77777777777777
Agapornis personatus,Psittaculidae,Psittaciformes,52.4,Shrubland,2,Herbivore,Granivore,1,Terrestrial,19.1,17.2875,10.61,16.575000000000003,14.69,41.3,43.6
Agapornis pullarius,Psittaculidae,Psittaciformes,39.3,Woodland,3,Herbivore,Granivore,1,Terrestrial,16.68125,14.118749999999999,9.087499999999999,12.912500000000001,11.70625,39.40625,41.1125
Agapornis roseicollis,Psittaculidae,Psittaciformes,53.8,Shrubland,2,Herbivore,Granivore,1,Terrestrial,19.42,17.2125,10.61,17.68,13.39,40.7,45.8
Agapornis swindernianus,Psittaculidae,Psittaciformes,40,Forest,1,Herbivore,Omnivore,1,Generalist,15.6,13.425,8.51,12.219999999999999,11.18,41.287499999999994,35.2
Agapornis taranta,Psittaculidae,Psittaciformes,57.5,Forest,2,Herbivore,Granivore,1,Generalist,18.909999999999997,16.2,11.6,18.2,13.92,38.587500000000006,50.2
Agelaioides badius,Icteridae,Passeriformes,45.3,Forest,2,Omnivore,Omnivore,1,Terrestrial,18.88,11.6125,5.02,8.395,26.785,18.094444444444445,77.9
Agelaioides fringillarius,Icteridae,Passeriformes,45.3,Forest,2,Omnivore,Omnivore,1,Terrestrial,17.78,11.6,5,9.68,23.490000000000002,15.52,66.61
Agelaius assimilis,Icteridae,Passeriformes,47.7,Wetland,3,Omnivore,Omnivore,2,Terrestrial,23.71666666666667,15.383333333333333,5.283333333333333,8.6,26.683333333333334,22.883333333333333,78.68333333333334
Agelaius humeralis,Icteridae,Passeriformes,36.3,Shrubland,2,Omnivore,Omnivore,1,Terrestrial,20.02,13.0125,5.01,7.8100000000000005,23.8,24.8125,86
Agelaius phoeniceus,Icteridae,Passeriformes,50.8,Wetland,3,Herbivore,Granivore,3,Generalist,22.67857142857143,15.391666666666666,5.6,8.814285714285715,28.007142857142856,24,88.91428571428571
Agelaius tricolor,Icteridae,Passeriformes,57.9,Wetland,2,Omnivore,Invertivore,2,Terrestrial,22.225,14.675,4.9125,7.324999999999999,26.6875,31.1875,83
Agelaius xanthomus,Icteridae,Passeriformes,38.4,Wetland,2,Omnivore,Invertivore,1,Insessorial,19.575000000000003,13.925,4.3125,6.9125,21.9875,20.975,83.225
Agelastes meleagrides,Numididae,Galliformes,815,Forest,1,Omnivore,Omnivore,1,Terrestrial,26.88,15.225,10,10.8,74.00999999999999,20.6875,144.8
Agelastes niger,Numididae,Galliformes,700,Forest,1,Omnivore,Omnivore,1,Terrestrial,27.52,15.9875,10.8,9.620000000000001,69.69,17.9875,135.8
Agelasticus cyanopus,Icteridae,Passeriformes,37.2,Wetland,2,Omnivore,Omnivore,1,Terrestrial,24.1875,16.512500000000003,5.1125,7.824999999999999,24.875,15.3,80.775
Agelasticus thilius,Icteridae,Passeriformes,31.5,Wetland,2,Carnivore,Invertivore,1,Terrestrial,22.990000000000002,15.5,4.59,7.09,26.42,18.3125,75.4
Agelasticus xanthophthalmus,Icteridae,Passeriformes,45.1,Wetland,2,Carnivore,Invertivore,1,Terrestrial,23.4,16.8125,5.675000000000001,7.675000000000001,28.7875,16.125,80.775
Aglaeactis aliciae,Trochilidae,Caprimulgiformes,7,Shrubland,2,Herbivore,Nectarivore,1,Aerial,20.28,15.5,2.48,2.1,8.11,62,47.4
Aglaeactis castelnaudii,Trochilidae,Caprimulgiformes,6.7,Shrubland,2,Herbivore,Nectarivore,1,Aerial,22.89,18.1875,2.6900000000000004,2.2,8.175,59.412499999999994,46.4
Aglaeactis cupripennis,Trochilidae,Caprimulgiformes,7.6,Shrubland,2,Herbivore,Nectarivore,1,Aerial,22.50526315789474,16.385937499999997,2.5073529411764706,1.7955882352941177,7.283783783783784,62.519444444444446,49.9027027027027
Aglaeactis pamela,Trochilidae,Caprimulgiformes,5.5,Shrubland,2,Herbivore,Nectarivore,1,Aerial,22.009999999999998,17.775,2.59,2.38,7.6899999999999995,57.40555555555555,41.4
Aglaiocercus berlepschi,Trochilidae,Caprimulgiformes,5,Forest,2,Herbivore,Nectarivore,1,Aerial,18.383333333333333,14.416666666666668,2.0875,2.1,5.316666666666666,65.3,55.3875
Aglaiocercus coelestis,Trochilidae,Caprimulgiformes,5.6,Forest,2,Herbivore,Nectarivore,1,Aerial,18.52,13.925,1.98,1.72,5.8100000000000005,61.087500000000006,92.2
Aglaiocercus kingii,Trochilidae,Caprimulgiformes,4.8,Forest,2,Herbivore,Nectarivore,1,Aerial,20.602631578947367,14.28846153846154,2.506666666666667,2.1842105263157894,6.313888888888888,62.88809523809523,45.81071428571428
Agraphospiza rubescens,Fringillidae,Passeriformes,19,Forest,2,Herbivore,Granivore,1,Terrestrial,13.42,9.125,6.68,7.09,17.62,27.6875,59.4
Agricola infuscatus,Muscicapidae,Passeriformes,32.4,Grassland,2,Carnivore,Invertivore,1,Insessorial,18.025,10.3125,4.3125,4.7875,25.1,25.7125,79
Agricola pallidus,Muscicapidae,Passeriformes,23.6,Woodland,2,Carnivore,Invertivore,1,Insessorial,16.382142857142856,9.575,3.713636363636364,4.195454545454545,20.889285714285712,19.011538461538464,72.775
Agriornis albicauda,Tyrannidae,Passeriformes,53,Shrubland,3,Carnivore,Vertivore,1,Insessorial,32.375,18.6,7.0125,8.587499999999999,39.68333333333334,24.891666666666666,113.10833333333333
Agriornis lividus,Tyrannidae,Passeriformes,99.1,Shrubland,2,Carnivore,Vertivore,1,Insessorial,35.4,19.125,7.1,7.574999999999999,38.01875,21.5125,105.4
Agriornis micropterus,Tyrannidae,Passeriformes,67.8,Shrubland,2,Carnivore,Vertivore,2,Insessorial,32.78125,17.625,6.300000000000001,7.1,33.79375,24.4875,99.61875
Agriornis montanus,Tyrannidae,Passeriformes,63.3,Shrubland,3,Carnivore,Omnivore,1,Insessorial,30.388888888888886,17.4,5.779999999999999,5.720000000000001,33.12222222222222,25.1125,98.20625000000001
Agriornis murinus,Tyrannidae,Passeriformes,29.9,Shrubland,3,Carnivore,Vertivore,3,Insessorial,22.295,11.4875,4.7,4.1125,27.48,24.02,74.185
Agropsar philippensis,Sturnidae,Passeriformes,28.8,Woodland,2,Omnivore,Omnivore,3,Insessorial,17.516666666666666,10.675,4.983333333333333,5.008333333333333,24.016666666666666,37.287499999999994,49
Agropsar sturninus,Sturnidae,Passeriformes,49.4,Forest,2,Omnivore,Invertivore,3,Generalist,18.22,11.3,5.01,5.220000000000001,25.41,37.9,51.4
Aidemosyne modesta,Estrildidae,Passeriformes,12.7,Shrubland,2,Herbivore,Granivore,1,Terrestrial,10.522222222222222,7.3,5.8,6.488888888888889,14.585714285714285,24.6125,49.21111111111111
Ailuroedus arfakianus,Ptilonorhynchidae,Passeriformes,176.9,Forest,1,Herbivore,Frugivore,1,Insessorial,38.4,21,10.8,16.2,45.8,20.5,118.5
Ailuroedus astigmaticus,Ptilonorhynchidae,Passeriformes,176.9,Forest,1,Herbivore,Frugivore,1,Insessorial,38.4,21,10.8,16.2,45.8,20.5,118.5
Ailuroedus buccoides,Ptilonorhynchidae,Passeriformes,138,Forest,1,Omnivore,Omnivore,1,Insessorial,29.02,17.025,9.02,12.280000000000001,37.879999999999995,20.0125,89
