Species2_eBird,Family2,Order2,Mass,Habitat,Habitat.Density,Trophic.Level,Trophic.Niche,Migration,Primary.Lifestyle,mu.beak.l.c,mu.beak.l.n,mu.beak.w,mu.beak.d,mu.tarsus.l,mu.hwi,mu.tail.l
Geositta poeciloptera,Furnariidae,Passeriformes,18,Grassland,3,Carnivore,Invertivore,1,Terrestrial,16.1,10.42,3.3899999999999997,4,19.62,19.98125,42.09166666666667
Geositta punensis,Furnariidae,Passeriformes,25.8,Grassland,3,Omnivore,Invertivore,1,Terrestrial,16.9,10.688461538461539,3.4035714285714285,3.689285714285714,21.810714285714287,21.015384615384615,54.6
Geositta rufipennis,Furnariidae,Passeriformes,32.4,Grassland,3,Carnivore,Invertivore,1,Terrestrial,18.61,10.01818181818182,3.689285714285714,3.9884615384615385,23.982142857142858,23.41923076923077,60.18333333333334
Geositta saxicolina,Furnariidae,Passeriformes,32.9,Grassland,3,Carnivore,Invertivore,1,Terrestrial,16.509999999999998,10.385714285714286,3.2866666666666666,3.7807692307692307,21.21,25.894444444444446,59.787499999999994
Geositta tenuirostris,Furnariidae,Passeriformes,32.2,Grassland,3,Carnivore,Invertivore,1,Terrestrial,30.79,22.91875,3.3,4.0777777777777775,23.022222222222222,27.893749999999997,66.9
Geospiza acutirostris,Thraupidae,Passeriformes,12.3,Shrubland,2,Herbivore,Omnivore,1,Terrestrial,14.7,10.3,6.1,6.9,19.9,14.6,34.8
Geospiza conirostris,Thraupidae,Passeriformes,27.6,Shrubland,2,Herbivore,Frugivore,1,Insessorial,22.9,15.6875,9.016666666666666,13.8,22.71666666666667,17.424999999999997,47.5
Geospiza difficilis,Thraupidae,Passeriformes,12.3,Shrubland,2,Herbivore,Omnivore,1,Terrestrial,14.712499999999999,10.319277108433734,6.104216867469879,6.91144578313253,19.876506024096386,14.587499999999999,34.775
Geospiza fortis,Thraupidae,Passeriformes,24,Shrubland,2,Herbivore,Granivore,1,Terrestrial,18.2125,12.325,8.78125,11.121875,20.78125,19.025,41.5
Geospiza fuliginosa,Thraupidae,Passeriformes,14.5,Shrubland,2,Herbivore,Granivore,1,Terrestrial,12.81,8.986666666666666,5.803125,6.90625,19.5125,16.8125,36.9
Geospiza magnirostris,Thraupidae,Passeriformes,34.5,Shrubland,2,Herbivore,Granivore,1,Terrestrial,24.01875,17.975,12.696874999999999,17.99375,25.421875,15.675,48.225
Geospiza propinqua,Thraupidae,Passeriformes,27.6,Shrubland,2,Herbivore,Frugivore,1,Insessorial,19.9,16.1125,9,11.315000000000001,24.375,17.4,45.5
Geospiza scandens,Thraupidae,Passeriformes,22.7,Shrubland,2,Herbivore,Omnivore,1,Insessorial,20.38125,14.384615384615385,6.979411764705882,8.379411764705882,22.179411764705883,14.775,40.775
Geospiza septentrionalis,Thraupidae,Passeriformes,12.3,Shrubland,2,Herbivore,Omnivore,1,Terrestrial,15.875,11.788990825688074,6.8936936936936934,7.692342342342343,23.18378378378378,14.6,53
Geospizopsis plebejus,Thraupidae,Passeriformes,14.7,Shrubland,3,Herbivore,Granivore,1,Terrestrial,12.71,6.7,3.8099999999999996,4.6899999999999995,18.689999999999998,21.5,50.9
Geospizopsis unicolor,Thraupidae,Passeriformes,21.9,Grassland,3,Herbivore,Granivore,1,Terrestrial,13.7,8.425,4.9125,5.7875,27.2125,17.025,63.875
Geothlypis aequinoctialis,Parulidae,Passeriformes,13.1,Shrubland,3,Carnivore,Invertivore,1,Insessorial,14.225,8.516666666666666,3.0785714285714283,3.705263157894737,21.210526315789473,13.985294117647058,54.51315789473684
Geothlypis beldingi,Parulidae,Passeriformes,15.7,Wetland,2,Carnivore,Invertivore,1,Insessorial,15.18,9.1125,3.29,4.225,22.62,16.3875,64.6
Geothlypis flavovelata,Parulidae,Passeriformes,10.9,Wetland,2,Carnivore,Invertivore,1,Insessorial,15.4,9.5,3,3.4,20.225,17.625,51.5
Geothlypis formosa,Parulidae,Passeriformes,14,Forest,1,Carnivore,Invertivore,3,Generalist,13.79,8.703333333333333,3.48,3.697368421052632,22.805263157894736,24.9125,48.08947368421053
Geothlypis nelsoni,Parulidae,Passeriformes,11,Forest,1,Carnivore,Invertivore,1,Insessorial,12.9875,7.7,2.6,3.2,20.200000000000003,10.9875,58
Geothlypis philadelphia,Parulidae,Passeriformes,11.7,Forest,1,Carnivore,Invertivore,3,Insessorial,12.510344827586206,8.001086956521739,3.3149122807017544,3.605,22.094285714285714,25.316666666666666,47.79230769230769
Geothlypis poliocephala,Parulidae,Passeriformes,14.6,Shrubland,2,Carnivore,Invertivore,1,Insessorial,13.9875,8.5078125,3.6968750000000004,4.484375,23.7046875,8.9875,56.68333333333334
Geothlypis rostrata,Parulidae,Passeriformes,16.1,Shrubland,2,Omnivore,Omnivore,1,Insessorial,17.32,11.087499999999999,3.7,4.5,22.61,14.0125,60.6
Geothlypis semiflava,Parulidae,Passeriformes,17.2,Shrubland,2,Carnivore,Invertivore,1,Insessorial,15.11,9.683333333333334,3.4066666666666663,4.113333333333333,21.496666666666666,13.69,46.71666666666667
Geothlypis speciosa,Parulidae,Passeriformes,10.8,Wetland,2,Carnivore,Invertivore,1,Insessorial,13.68,7.71,2.88,3.3,21.5,13.219999999999999,55.6
Geothlypis tolmiei,Parulidae,Passeriformes,10.4,Forest,1,Carnivore,Invertivore,3,Generalist,13.404545454545454,7.6899999999999995,3.0136363636363637,3.3,20.904545454545456,22.92,52.904545454545456
Geothlypis trichas,Parulidae,Passeriformes,9.5,Wetland,1,Carnivore,Invertivore,3,Insessorial,12.714285714285714,7.895238095238096,2.980434782608696,3.284782608695652,20.188636363636363,16.08,49.40652173913043
Geotrygon caniceps,Columbidae,Columbiformes,192,Forest,1,Omnivore,Omnivore,1,Terrestrial,21.39,7.91,2.98,4.58,35.21,29.509999999999998,89.4
Geotrygon chrysia,Columbidae,Columbiformes,169,Woodland,1,Herbivore,Omnivore,1,Terrestrial,23.9,9.212499999999999,3.0125,4.225,30.2125,32.3,92
Geotrygon leucometopia,Columbidae,Columbiformes,192,Forest,1,Omnivore,Omnivore,1,Terrestrial,20.225,7.675000000000001,2.7875,3.9000000000000004,34.3125,32.025,81
Geotrygon montana,Columbidae,Columbiformes,133.9,Forest,1,Herbivore,Omnivore,1,Terrestrial,19.518,8.976923076923077,3.4879310344827585,4.424242424242424,26.92027027027027,27.1,76.2890625
Geotrygon mystacea,Columbidae,Columbiformes,211,Woodland,1,Omnivore,Omnivore,1,Terrestrial,26.6,9.912500000000001,3.225,5.1125,34.125,28.7875,88.225
Geotrygon purpurata,Columbidae,Columbiformes,129,Forest,1,Omnivore,Omnivore,1,Terrestrial,20.6125,10.1,3.2125000000000004,4.2125,35.6875,26.2875,64.975
Geotrygon saphirina,Columbidae,Columbiformes,203,Forest,1,Omnivore,Omnivore,1,Terrestrial,19.383333333333333,8.7,3.3833333333333333,3.808333333333333,35.30833333333333,29.2,63.08333333333333
Geotrygon versicolor,Columbidae,Columbiformes,225,Forest,1,Herbivore,Omnivore,1,Terrestrial,24.7125,9.899999999999999,3.8,5.012499999999999,35.6125,29.3125,88.225
Geotrygon violacea,Columbidae,Columbiformes,95.2,Forest,1,Herbivore,Omnivore,1,Terrestrial,19.59166666666667,8.016666666666666,2.5,4.183333333333334,26.416666666666664,33.28888888888889,86.68333333333334
Geranoaetus albicaudatus,Accipitridae,Accipitriformes,885,Grassland,3,Carnivore,Vertivore,1,Generalist,37.375,22.3125,13.8,16.4,87.2875,34.787499999999994,199
Geranoaetus melanoleucus,Accipitridae,Accipitriformes,2378.6,Shrubland,2,Carnivore,Vertivore,1,Aerial,50.4875,31.0125,15.4,23,98.225,36.625,210.5
Geranoaetus polyosoma,Accipitridae,Accipitriformes,782.6,Shrubland,2,Carnivore,Vertivore,2,Aerial,36.30909090909091,21.1,13,18.3,83.4,38.09444444444445,192.8090909090909
Geranospiza caerulescens,Accipitridae,Accipitriformes,302.5,Woodland,2,Carnivore,Vertivore,1,Insessorial,25.877777777777776,16.49375,9.6125,12.877777777777778,71.71666666666667,24.38,211.42222222222222
Geronticus calvus,Threskiornithidae,Pelecaniformes,1202,Grassland,3,Carnivore,Invertivore,3,Terrestrial,150.925,131.2,15,18.1875,74,35.4,196.775
Geronticus eremita,Threskiornithidae,Pelecaniformes,1202,Rock,3,Carnivore,Invertivore,3,Terrestrial,132.225,103.0125,11.3125,15.775,72.6,42.775,184.225
Gerygone albofrontata,Acanthizidae,Passeriformes,10.3,Forest,1,Carnivore,Invertivore,1,Generalist,13.4,9.016666666666666,2.8833333333333333,3.1,21.9,16.6,52.9
Gerygone chloronota,Acanthizidae,Passeriformes,6.6,Forest,1,Carnivore,Invertivore,1,Insessorial,11.912500000000001,7,2.904166666666667,2.881818181818182,16.31875,14.712499999999999,35.225
Gerygone chrysogaster,Acanthizidae,Passeriformes,8,Forest,1,Carnivore,Invertivore,1,Insessorial,12.696153846153845,7.383333333333333,3.392857142857143,3.117857142857143,15.68,15.3,41.016666666666666
Gerygone dorsalis,Acanthizidae,Passeriformes,7.2,Forest,1,Carnivore,Invertivore,1,Insessorial,13.4,7.675000000000001,3.225,2.975,20.5125,15.5875,41.5
Gerygone flavolateralis,Acanthizidae,Passeriformes,6.3,Forest,1,Carnivore,Invertivore,1,Insessorial,11.225,6.3,2.6,2.9,18.2,14.925,43.1125
Gerygone fusca,Acanthizidae,Passeriformes,5.4,Woodland,2,Carnivore,Invertivore,1,Insessorial,10.795833333333334,5.6125,2.716666666666667,2.6208333333333336,16.9,20.6125,41.81666666666666
Gerygone hypoxantha,Acanthizidae,Passeriformes,7.2,Forest,1,Carnivore,Invertivore,1,Insessorial,9.225,7.025,4.025,2.875,16.025,14.225,37.225
Gerygone igata,Acanthizidae,Passeriformes,6.4,Shrubland,2,Carnivore,Invertivore,1,Insessorial,12.7,7.691666666666666,2.7,2.6083333333333334,20.4,17.71666666666667,48.3
Gerygone inornata,Acanthizidae,Passeriformes,7.2,Forest,1,Carnivore,Invertivore,1,Insessorial,11.007142857142856,6.225,2.892857142857143,2.914285714285714,17.1875,15.625,39.121428571428574
Gerygone levigaster,Acanthizidae,Passeriformes,6.2,Woodland,2,Carnivore,Invertivore,1,Insessorial,11.8875,6.9875,2.6958333333333333,2.6125,16.90714285714286,15.5,39.704166666666666
Gerygone magnirostris,Acanthizidae,Passeriformes,6.8,Forest,2,Carnivore,Invertivore,1,Insessorial,12.376470588235295,7.1,3.2176470588235295,2.976470588235294,16.895833333333332,15.205555555555556,39.98529411764706
Gerygone modesta,Acanthizidae,Passeriformes,7.5,Forest,1,Carnivore,Invertivore,1,Insessorial,12.895454545454545,7.18,2.6772727272727272,2.590909090909091,20.78333333333333,18.52,46.80909090909091
Gerygone mouki,Acanthizidae,Passeriformes,5.2,Forest,1,Carnivore,Invertivore,1,Insessorial,11.102941176470587,6.3125,2.6088235294117648,2.6029411764705883,17.004166666666666,16.0125,42.188235294117646
Gerygone olivacea,Acanthizidae,Passeriformes,6.7,Woodland,2,Carnivore,Invertivore,1,Insessorial,11.715625,6.716666666666667,3.0125,2.8031249999999996,17.194444444444443,18.9,37.58125
Gerygone palpebrosa,Acanthizidae,Passeriformes,7.4,Forest,1,Carnivore,Invertivore,1,Insessorial,12.123529411764705,7.215,3.091666666666667,3.022222222222222,16.791666666666664,15.805,38
Gerygone ruficollis,Acanthizidae,Passeriformes,7,Forest,1,Carnivore,Invertivore,1,Insessorial,10.785714285714286,5.619999999999999,2.4875,2.40625,16.68,18.6875,38.08125
Gerygone sulphurea,Acanthizidae,Passeriformes,5.6,Woodland,2,Carnivore,Invertivore,1,Insessorial,12.786666666666667,7.4875,2.9833333333333334,2.403448275862069,16.618965517241378,17.4875,37.508620689655174
Gerygone tenebrosa,Acanthizidae,Passeriformes,7.7,Woodland,2,Carnivore,Invertivore,1,Insessorial,13.095454545454544,7.3,2.7045454545454546,2.7,20,14.8875,43.69090909090909
Glareola cinerea,Glareolidae,Charadriiformes,37.4,Riverine,3,Carnivore,Invertivore,3,Aerial,15.89,7.5875,4.41,4.6,24.02,58.287499999999994,53
Glareola lactea,Glareolidae,Charadriiformes,39.8,Riverine,3,Carnivore,Invertivore,2,Aerial,13.11,6.675000000000001,4.21,4.38,21.009999999999998,61.400000000000006,51.4
Glareola maldivarum,Glareolidae,Charadriiformes,75.2,Grassland,3,Carnivore,Invertivore,3,Aerial,18.5,9.7,5.1899999999999995,6.1,32.09,59.1875,78.4
Glareola nordmanni,Glareolidae,Charadriiformes,97.2,Grassland,3,Carnivore,Invertivore,3,Aerial,19.909999999999997,9.8125,5.2,5.890000000000001,35.82,61.4,97.4
Glareola nuchalis,Glareolidae,Charadriiformes,62.7,Rock,3,Carnivore,Invertivore,2,Aerial,14.1,7.0125,4.1,4.42,19.590000000000003,55.787499999999994,57.6
Glareola ocularis,Glareolidae,Charadriiformes,91.9,Coastal,3,Carnivore,Invertivore,3,Aerial,20.225,10.412500000000001,6.075,7.0125,27.1875,62.0125,67.5
Glareola pratincola,Glareolidae,Charadriiformes,84.9,Grassland,3,Carnivore,Invertivore,3,Aerial,20.12,9.925,4.890000000000001,6.01,30.92,60.7,106
Glaucestrilda caerulescens,Estrildidae,Passeriformes,9.4,Shrubland,2,Herbivore,Granivore,1,Generalist,10.175,7.4875,4.4125,5.4125,14.712499999999999,12.212499999999999,42.5
Glaucestrilda perreini,Estrildidae,Passeriformes,7.4,Shrubland,2,Herbivore,Granivore,1,Generalist,9.916666666666668,7.4035714285714285,4.6066666666666665,5.583333333333333,15.076666666666666,8.978571428571428,47.28333333333333
Glaucestrilda thomensis,Estrildidae,Passeriformes,7.6,Shrubland,2,Herbivore,Granivore,1,Insessorial,9.583333333333332,6.683333333333334,4.416666666666667,5,13.9,14.4,50.31666666666666
Glaucidium albertinum,Strigidae,Strigiformes,73,Forest,1,Carnivore,Invertivore,1,Insessorial,19.27857142857143,11.092857142857142,7.878571428571428,11.214285714285714,25.08571428571429,18.3125,73.89
Glaucidium bolivianum,Strigidae,Strigiformes,63,Forest,1,Carnivore,Omnivore,1,Insessorial,14.775,9.4,5.6125,8.9,20.4125,23.7875,61.4875
Glaucidium brasilianum,Strigidae,Strigiformes,63.3,Shrubland,2,Carnivore,Invertivore,1,Insessorial,14.91,10.0125,7.094444444444444,10.586666666666666,18.02,17.89230769230769,63.42333333333333
Glaucidium capense,Strigidae,Strigiformes,122,Forest,2,Carnivore,Invertivore,1,Insessorial,18.2125,11.5,7.5125,11.212499999999999,25.5875,29.1,79.5
Glaucidium castaneum,Strigidae,Strigiformes,100,NA,1,Carnivore,Omnivore,1,Insessorial,17.575000000000003,11,7.1,11.125,23.700000000000003,25.4,77.5
Glaucidium castanopterum,Strigidae,Strigiformes,198.2,Forest,1,Carnivore,Invertivore,1,Insessorial,19.0125,11.775,8.18,13.075,22.11,25.58,69.6
Glaucidium castanotum,Strigidae,Strigiformes,100,Forest,1,Carnivore,Invertivore,1,Insessorial,18.509999999999998,11.087499999999999,8.2,11.59,26.909999999999997,25.2,62.4
Glaucidium costaricanum,Strigidae,Strigiformes,66,Forest,2,Carnivore,Invertivore,1,Insessorial,13.1875,8.787500000000001,5.9875,8.925,18.5125,27.7,53
Glaucidium cuculoides,Strigidae,Strigiformes,198.2,Forest,1,Carnivore,Invertivore,1,Insessorial,20.685714285714283,13.408333333333333,8.021428571428572,13.391666666666666,23.375,23.291666666666664,81
Glaucidium gnoma,Strigidae,Strigiformes,61.3,Forest,2,Carnivore,Invertivore,1,Insessorial,13.32,9.016666666666666,6.1899999999999995,9.32,18.186666666666667,23.3,63.47666666666667
Glaucidium griseiceps,Strigidae,Strigiformes,50.6,Forest,1,Carnivore,Invertivore,1,Insessorial,13.41,8.7,5.9,9.39,17.8,26.1875,52.2
Glaucidium hardyi,Strigidae,Strigiformes,58.3,Forest,1,Carnivore,Invertivore,1,Insessorial,14.675,8.912500000000001,6.416666666666666,8.912500000000001,18.9125,20.0875,48
Glaucidium jardinii,Strigidae,Strigiformes,66.9,Forest,2,Carnivore,Vertivore,1,Insessorial,14.5,9.6,7.016666666666667,9.01,21.40833333333333,25.59,65.58571428571429
Glaucidium minutissimum,Strigidae,Strigiformes,50,Forest,1,Carnivore,Invertivore,1,Insessorial,14.6,9.225,6.175000000000001,8.675,18.4,21.125,47.775
Glaucidium mooreorum,Strigidae,Strigiformes,51,NA,1,Carnivore,Omnivore,1,Insessorial,10.775,8.9,6.4,9.3,12.625,5.824999999999999,49.2
Glaucidium nana,Strigidae,Strigiformes,73.7,Shrubland,2,Carnivore,Vertivore,2,Insessorial,16.5,9.9875,5.975,9.425,18.3125,15.712499999999999,68.5
Glaucidium nubicola,Strigidae,Strigiformes,77.5,Forest,1,Carnivore,Omnivore,1,Insessorial,14.8,10.6,8.2,9.6,16.9,7.6,44.5
Glaucidium palmarum,Strigidae,Strigiformes,45.7,Forest,2,Carnivore,Vertivore,1,Insessorial,13.3875,8.0125,5.824999999999999,9.175,17.1875,14.1125,59.5
Glaucidium parkeri,Strigidae,Strigiformes,61.4,Forest,1,Carnivore,Vertivore,1,Insessorial,14.316666666666666,10,6.8,9.3,19.875,23.6,49.3125
Glaucidium passerinum,Strigidae,Strigiformes,57.9,Forest,1,Carnivore,Vertivore,2,Insessorial,14.325,8.712499999999999,6.1125,9.1,15.3875,25.9,58.6125
Glaucidium perlatum,Strigidae,Strigiformes,79.2,Shrubland,2,Carnivore,Invertivore,1,Insessorial,14.99,9.787500000000001,7.21,10.087499999999999,22.32,24.5,78.2
Glaucidium peruanum,Strigidae,Strigiformes,62.4,Shrubland,2,Carnivore,Omnivore,1,Insessorial,15.3125,10.6125,6.5,10.287500000000001,21.9,19.9125,63.775
Glaucidium radiatum,Strigidae,Strigiformes,101,Woodland,2,Carnivore,Invertivore,1,Insessorial,16.91,9.8875,6.99,10.5,24.490000000000002,26.9,65.4
Glaucidium sanchezi,Strigidae,Strigiformes,55,Forest,1,Carnivore,Omnivore,1,Insessorial,14.325,8.8,7.675000000000001,9.875,19.1,20.025,55.5
Glaucidium siju,Strigidae,Strigiformes,69.5,Forest,1,Carnivore,Invertivore,1,Insessorial,15.1125,9.4875,6.225,9.225,21.2875,23.3875,62
Glaucidium sjostedti,Strigidae,Strigiformes,139,Forest,1,Carnivore,Invertivore,1,Insessorial,20.9875,12.425,9.0125,13.1,27.2,23.3,90
Glaucidium tephronotum,Strigidae,Strigiformes,87.4,Forest,1,Carnivore,Invertivore,1,Insessorial,15.975000000000001,9.6,5.5,9.8125,22.2875,10.9875,65
Glaucis aeneus,Trochilidae,Caprimulgiformes,4.8,Forest,1,Herbivore,Nectarivore,1,Aerial,31.375,25.9,2.225,2.625,4.7875,60.587500000000006,33.225
Glaucis dohrnii,Trochilidae,Caprimulgiformes,5.8,Forest,1,Herbivore,Nectarivore,1,Aerial,28.392857142857142,24.207142857142856,2.807142857142857,3.1,3.3833333333333333,46.31666666666666,39.878571428571426
Glaucis hirsutus,Trochilidae,Caprimulgiformes,6.8,Forest,1,Herbivore,Nectarivore,1,Aerial,33.09166666666667,28.6,3.2214285714285715,3.4833333333333334,4.116666666666666,59.8,39.078947368421055
Gliciphila melanops,Meliphagidae,Passeriformes,18.2,Shrubland,2,Omnivore,Nectarivore,1,Insessorial,21.3,11.9,2.7,3.475,21.22,23.9125,66.19375
Gliciphila notabilis,Meliphagidae,Passeriformes,27.1,Forest,1,Omnivore,Omnivore,1,Insessorial,31.294444444444444,19.3,3.5055555555555555,4.2,26.525,19.7,73.71111111111111
Gliciphila undulata,Meliphagidae,Passeriformes,16,Forest,1,Omnivore,Omnivore,1,Insessorial,29.3,18.6,3.3785714285714286,3.7142857142857144,25.29,19.975,79.67857142857143
Glossopsitta concinna,Psittaculidae,Psittaciformes,70.5,Woodland,2,Herbivore,Omnivore,1,Insessorial,17.810000000000002,13.175,8.89,15,14.8,53.3875,90.8
Glossoptila goldiei,Psittacidae,Psittaciformes,58.7,Forest,1,Herbivore,Nectarivore,1,Insessorial,16.8,13.3875,7.4875,12.225,13.0125,53.3,77.5
Glycichaera fallax,Meliphagidae,Passeriformes,11.2,Forest,2,Carnivore,Invertivore,1,Insessorial,14.51,8,2.62,2.875,16.62,11.925,40.775
Glyphorynchus spirurus,Furnariidae,Passeriformes,14.6,Forest,1,Carnivore,Invertivore,1,Insessorial,13.715277777777779,9.678571428571427,4.416161616161617,4.206730769230769,16.479716981132075,23.903614457831324,65.98681318681318
Gnorimopsar chopi,Icteridae,Passeriformes,65.9,Grassland,2,Omnivore,Omnivore,1,Terrestrial,25.116666666666667,16.4875,6.42,9.108333333333334,32.81666666666666,21.08,87.89166666666667
Goldmania bella,Trochilidae,Caprimulgiformes,3.4,Forest,1,Herbivore,Nectarivore,1,Aerial,20.183333333333334,16.083333333333336,2.083333333333333,2.8166666666666664,5.1125,65.7,33.125
Goldmania violiceps,Trochilidae,Caprimulgiformes,4.1,Forest,1,Herbivore,Nectarivore,1,Aerial,21.7125,18.975,2.7125000000000004,2.0875000000000004,3.716666666666667,65.82499999999999,28.025
Goodfellowia miranda,Sturnidae,Passeriformes,110,Forest,1,Omnivore,Omnivore,1,Insessorial,22.8,12.925,6.5,7.8,30.38,22.5125,145.9
Gorsachius goisagi,Ardeidae,Pelecaniformes,527,Riverine,2,Carnivore,Aquatic predator,3,Terrestrial,49.375,29.1,10.1,13.775,67.9875,34.625,93.225
Gorsachius leuconotus,Ardeidae,Pelecaniformes,440,Wetland,2,Carnivore,Aquatic predator,2,Terrestrial,73.69,50.625,11.71,15.39,75.2125,25.575000000000003,101.2
Gorsachius magnificus,Ardeidae,Pelecaniformes,480.3,Forest,1,Carnivore,Aquatic predator,1,Terrestrial,76,50.620000000000005,11.18,15.41,71.58,23.88,114.99000000000001
Gorsachius melanolophus,Ardeidae,Pelecaniformes,412.3,Wetland,2,Carnivore,Omnivore,2,Terrestrial,60.3,33.125,9.58,13.31,62.31,30.6875,95.6
Goura cristata,Columbidae,Columbiformes,2000,Forest,2,Herbivore,Omnivore,1,Terrestrial,43.287499999999994,27.8,8.5,9.4875,101.225,17.6125,260
Goura scheepmakeri,Columbidae,Columbiformes,2235,Forest,2,Herbivore,Omnivore,1,Terrestrial,46.875,29.225,8.087499999999999,8.825,89.775,17.1125,266.775
Goura sclaterii,Columbidae,Columbiformes,2235,Forest,2,Herbivore,Omnivore,1,Terrestrial,50.0125,27.875,8.4875,9.575,93.5125,19.1875,263.9
Goura victoria,Columbidae,Columbiformes,2384,Forest,2,Herbivore,Frugivore,1,Terrestrial,45.912499999999994,28.700000000000003,8.1125,8.9875,90.225,18.912499999999998,258.225
Gracula enganensis,Sturnidae,Passeriformes,192,Forest,1,Herbivore,Frugivore,1,Insessorial,32.8,21,10,12.8,37.4,26,79.6
Gracula indica,Sturnidae,Passeriformes,192,Forest,1,Herbivore,Frugivore,1,Insessorial,29.805,18.095,7.71,8.795,31.705,24.195,64.7
Gracula ptilogenys,Sturnidae,Passeriformes,192,Forest,1,Herbivore,Frugivore,1,Insessorial,30.6,17.5,8.01,10.879999999999999,33.19,22.1875,71.8
Gracula religiosa,Sturnidae,Passeriformes,192,Forest,1,Herbivore,Frugivore,1,Insessorial,32.802499999999995,20.988888888888887,9.9925,12.815000000000001,37.394999999999996,25.980555555555554,79.57499999999999
Gracula robusta,Sturnidae,Passeriformes,192,Forest,1,Herbivore,Frugivore,1,Insessorial,40.3875,22.7125,10.925,15.9875,43.625,22.3875,100.775
Gracupica contra,Sturnidae,Passeriformes,84,Shrubland,3,Omnivore,Omnivore,1,Generalist,32.791666666666664,21.9125,6.425000000000001,7.016666666666667,32.975,22.5875,66.59166666666667
Gracupica nigricollis,Sturnidae,Passeriformes,156.9,Grassland,3,Carnivore,Invertivore,1,Insessorial,32.39,20.125,5.98,7.91,41.72,26.225,95.4
Grafisia torquata,Sturnidae,Passeriformes,64,Woodland,3,Herbivore,Frugivore,1,Insessorial,20.58,11.5125,5.720000000000001,5.9,22.39,29.424999999999997,89
Grallaria albigula,Grallariidae,Passeriformes,95,Forest,1,Carnivore,Invertivore,1,Terrestrial,24.2,15.5,6.9125,8.087499999999999,52.775,6.116666666666667,68.225
Grallaria alleni,Grallariidae,Passeriformes,70.5,Forest,1,Carnivore,Invertivore,1,Terrestrial,25.7,15.6,6.6,7.5,45.7,17.6,42.5
Grallaria alvarezi,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,11.2,5,5.1,42.8,7.8,37
Grallaria andicolus,Grallariidae,Passeriformes,56.3,Forest,2,Carnivore,Invertivore,1,Terrestrial,21.2875,13.58,5.575,6.8,45.477777777777774,11.775,45.195
Grallaria ayacuchensis,Grallariidae,Passeriformes,42.3,Forest,1,Carnivore,Invertivore,1,Terrestrial,20.9,11.7,5,6,44.1,7.7,41.6
Grallaria bangsi,Grallariidae,Passeriformes,62,Forest,1,Carnivore,Invertivore,1,Terrestrial,24.616666666666667,14.916666666666668,6.516666666666667,7.775,48.025,8.516666666666666,57.025
Grallaria blakei,Grallariidae,Passeriformes,42.3,Forest,1,Carnivore,Invertivore,1,Terrestrial,20.9,11.7,5.0125,6,44.087500000000006,7.683333333333334,41.6
Grallaria cajamarcae,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,11.5,4.8,5.5,43.1,7.8,41.8
Grallaria capitalis,Grallariidae,Passeriformes,73.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.5125,13.82,6.4,8.39,45.519999999999996,8.6125,50.4
Grallaria carrikeri,Grallariidae,Passeriformes,109.1,Forest,1,Carnivore,Invertivore,1,Terrestrial,25.39,15.916666666666668,7.416666666666667,10.4,59.2,7.1,63.49166666666667
Grallaria centralis,Grallariidae,Passeriformes,42.3,Forest,1,Carnivore,Invertivore,1,Terrestrial,20.9,11.7,5,6,44.1,7.7,41.6
Grallaria chthonia,Grallariidae,Passeriformes,94.2,Forest,1,Carnivore,Invertivore,1,Terrestrial,26.6,16.7,5.9,8.4,42,6.7,39
Grallaria cochabambae,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,11.5,4.8,5.5,43.1,7.8,41.8
Grallaria dignissima,Grallariidae,Passeriformes,110,Forest,1,Carnivore,Invertivore,1,Terrestrial,27.8,16.580000000000002,8.780000000000001,10.719999999999999,55.489999999999995,8.9,32.519999999999996
Grallaria eludens,Grallariidae,Passeriformes,115,Forest,1,Carnivore,Invertivore,1,Terrestrial,29.5,18.314285714285717,9.292857142857144,11.192857142857143,57.61666666666667,8.7,35.708333333333336
Grallaria erythroleuca,Grallariidae,Passeriformes,80,Forest,1,Carnivore,Invertivore,1,Terrestrial,25.1,13.8,6.791666666666666,8,48.791666666666664,6.5125,51.225
Grallaria erythrotis,Grallariidae,Passeriformes,57,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.1875,13.716666666666667,5.591666666666667,7.380000000000001,49.975,6.992857142857143,59.61666666666667
Grallaria excelsa,Grallariidae,Passeriformes,240.8,Forest,1,Carnivore,Invertivore,1,Terrestrial,36.9,22.28333333333333,9.583333333333332,12.7,60.983333333333334,10.1,63.1
Grallaria flavotincta,Grallariidae,Passeriformes,63,Forest,1,Carnivore,Invertivore,1,Terrestrial,25.7,15.1,6.8,8.3,47.5,6.4,43
Grallaria gigantea,Grallariidae,Passeriformes,236,Forest,1,Carnivore,Invertivore,1,Terrestrial,39.0125,22.817857142857143,10.789285714285715,14.320833333333333,65.11428571428571,9.0125,63.919230769230765
Grallaria gravesi,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,11.5,4.8,5.5,43.1,7.8,41.8
