Meta-archipelago,Archipelago_group,Site,Area,DistanceM,Genus,Species,Subspecies,Specimen ID,Date,Data,Country,Locality,Elevation,Other Info,Sex,Mass,Wing.Length,Secondary.Length,Kipps_D,HWI,Tarsus.Length,Tail.Length,Beak.Width,Beak.Depth,Beak.Length_Culmen,Measurer
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,elegantissima,5033,,N,HONDURAS,"HONDURAS, MORAZAN",2600FT,,F,NA,56.44,43.68,12.76,22.60807938,13.84,39.95,5.3,4.11,6.75,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,elegantissima,5034,,N,HONDURAS,"HONDURAS, MORAZAN",,,F,NA,57.53,47.36,10.17,17.67773336,13.29,37.68,5.3,3.74,6.43,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,elegantissima,1573,,N,HONDURAS,"HONDURAS, MORAZAN",2600FT,,M,NA,59.49,45.75,13.74,23.09631871,13.29,36.75,4.63,4.21,6.85,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,elegantissima,1559,,N,HONDURAS,"HONDURAS, MORAZAN",2600FT,,F,NA,57.79,46.74,11.05,19.12095518,12.35,34.64,5.35,5,6.67,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,elegantissima,5032,,N,HONDURAS,"HONDURAS, MORAZAN",2600FT,,F,NA,61.05,48.12,12.93,21.17936118,13.51,35.55,5.21,3.76,6.87,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,elegantissima,5037,,N,MEXICO,"MEXICO, DISTRITO FEDERAL",,,M,NA,65.81,52.43,13.38,20.33125665,13.48,41.41,3.71,3.76,6.89,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,elegantissima,5036,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,60.44,45.31,15.13,25.03309067,13.07,38.68,4.12,4.02,6.74,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,elegantissima,5035,,N,MEXICO,"MEXICO, OAXACA",2100M,,F,NA,64.57,44.43,20.14,31.19095555,12.59,37.23,5.14,3.88,7.02,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,vincens,36063,,N,MEXICO,"MEXICO, CHIAPAS",,,M,NA,65.4,48.53,16.87,25.79510703,13.55,42.93,4.98,3.98,6.39,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,vincens,36064,,N,MEXICO,"MEXICO, CHIAPAS",,,F,NA,62.97,49.6,13.37,21.23233286,13.62,39.71,5.76,3.89,7.21,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,elegantissima,,1755,,N,NA,NA,,,M,NA,62.71,46.93,15.78,25.16345081,NA,36.55,5.08,4.17,6.71,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,occipitalis,5047,,N,MEXICO,"MEXICO, OAXACA",,,F,NA,76.27,57.97,18.3,23.99370657,20.02,46.97,4.46,5.74,8.61,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,occipitalis,5046,,N,MEXICO,"MEXICO, OAXACA",,,F,NA,77.94,58.67,19.27,24.72414678,16.74,47.34,4.17,5.59,10.04,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,occipitalis,5041,,N,MEXICO,"MEXICO, OAXACA",,,F,NA,74.92,57.49,17.43,23.2648158,17.37,46.61,4.67,6.43,10.23,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,occipitalis,5040,,N,MEXICO,"MEXICO, OAXACA",,,F,NA,71.1,50.79,20.31,28.56540084,17.33,41.14,4.93,5.59,9.29,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,occipitalis,5042,,N,MEXICO,"MEXICO, OAXACA",500M,,F,NA,76.64,57.97,18.67,24.36064718,17.82,45.37,5.45,6.24,9.85,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,occipitalis,5039,,N,MEXICO,"MEXICO, OAXACA",,,F,NA,74.44,55.87,18.57,24.94626545,17.23,43.16,5.14,6.27,10.12,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,occipitalis,5044,,N,MEXICO,"MEXICO, OAXACA",500M,,F,NA,74.07,54.2,19.87,26.82597543,17.9,44.22,4.84,6.38,9.14,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,occipitalis,5045,,N,MEXICO,"MEXICO, OAXACA",,,F,NA,77.46,59.12,18.34,23.67673638,18.05,45.12,4.72,5.98,10.13,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,,36069,,N,MEXICO,"MEXICO, CHIAPAS",,,F,NA,72.09,58.68,13.41,18.60174782,17.57,45.23,6.38,5.85,9.19,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,,36068,,N,MEXICO,"MEXICO, CHIAPAS",,,M,NA,76.09,59.37,16.72,21.97397818,16.71,45.33,6.03,5.84,9.39,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Chlorophonia,occipitalis,,5043,,N,MEXICO,"MEXICO, OAXACA",,,F,NA,76.57,54.32,22.25,29.05837795,15.99,49.49,5.12,6.05,10.26,Mia
Caribbean,Continental island,Colon - Bocas del Toro,98,1.48,Coereba,flaveola,mexicana,46358,8/2/2008,Y,PANAMA,PANAMA: PROV. BOCAS DEL TORO; ISLA COLON; SMITHSONIAN TROPICAL RESEARCH INSTITUTE STATION,NA,Netted in scrubby grassy field,F,9.3,57.5,46.13,11.37,19.77391304,13.01,38.08,3.42,4,14.14,Mia
Caribbean,Continental island,Colon - Bocas del Toro,98,1.48,Coereba,flaveola,mexicana,46286,8/4/2007,Y,PANAMA,PANAMA: PROV. BOCAS DEL TORO; ISLA COLON; SMITHSONIAN TROPICAL RESEARCH INSTITUTE STATION,NA,"netted, scrub/mangrove edge",M,9.6,54.82,46.77,8.05,14.68442174,13.91,32.53,3.08,3.32,13.33,Mia
Caribbean,Continental island,Colon - Bocas del Toro,98,1.48,Coereba,flaveola,mexicana,46280,9/4/2007,Y,PANAMA,PANAMA: PROV. BOCAS DEL TORO; ISLA COLON; SMITHSONIAN TROPICAL RESEARCH INSTITUTE STATION,NA,"netted, scrub/mangrove edge",M,9.9,55.77,52.61,3.16,5.666128743,12.89,30.84,3.04,3.53,14.23,Mia
Caribbean,Continental island,Colon - Bocas del Toro,98,1.48,Coereba,flaveola,mexicana,56058,,N,PANAMA,Bocas Del Toro,,,,NA,56.67,48.79,7.88,13.90506441,15.94,35.01,2.74,3.54,13.41,Brynn
Caribbean,Continental island,Cozumel,647.33,17.46,Coereba,flaveola,caboti,9223,,N,MEXICO,Cozumel,,,,NA,61.27,53.34,7.93,12.94271258,16.9,44.12,3.35,4.36,14.16,Mia
Caribbean,Continental island,Cozumel,647.33,17.46,Coereba,flaveola,caboti,9226,,N,MEXICO,Cozumel,,,,NA,58.08,51.02,7.06,12.15564738,15.61,36.61,3.69,NA,13.99,Mia
Caribbean,Continental island,Cozumel,647.33,17.46,Coereba,flaveola,caboti,9225,,N,MEXICO,Cozumel,,,,NA,56.5,50.76,5.74,10.15929204,16.73,40.48,3.19,NA,13.32,Mia
Caribbean,Continental island,Cozumel,647.33,17.46,Coereba,flaveola,caboti,9224,,N,MEXICO,Cozumel,,,,NA,54.15,46.33,7.82,14.44136657,16.36,37.89,3.36,NA,13.73,Mia
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,46435,,Y,TRINIDAD & TOBAGO,CANOE BAY FOREST,,,,10.45,64.74,54.72,10.02,15.47729379,18.27,35.48,3.23,3.57,12.51,Brynn
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,46439,,Y,TRINIDAD & TOBAGO,CANOE BAY FOREST,,,,10.65,63.7,53.67,10.03,15.74568289,17.67,35.65,3.01,3.61,12.32,Brynn
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,45883,,Y,TRINIDAD & TOBAGO,CANOE BAY FOREST,,,,11,57.86,47.87,9.99,17.26581403,15.6,38.71,3.32,3.8,12.22,Brynn
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,46023,,Y,TRINIDAD & TOBAGO,TOBAGO,,,,10.1,51.94,41.08,10.86,20.90874085,16.6,34.43,3.04,3.77,11.46,Brynn
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,45995,,Y,TRINIDAD & TOBAGO,TOBAGO,,,,9.9,57.59,49.38,8.21,14.25594721,17.36,35.14,3.22,3.67,12.06,Brynn
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,45892,,Y,TRINIDAD & TOBAGO,TOBAGO,,,,10.1,58.43,51.08,7.35,12.57915454,16.66,42.87,3.11,3.82,12.47,Brynn
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,45902,,Y,TRINIDAD & TOBAGO,TOBAGO,,,,9.45,57.15,45.4,11.75,20.55993001,17.19,38.48,3.41,3.87,12.78,Brynn
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,46008,,Y,TRINIDAD & TOBAGO,TOBAGO,,,,10.2,56.25,43.56,12.69,22.56,17.95,41.52,3.29,3.52,12.36,Brynn
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,46436,,Y,TRINIDAD & TOBAGO,CANOE BAY FOREST,,,,11.1,65.61,52.88,12.73,19.4025301,17.89,43.59,3.13,3.73,12.55,Brynn
Caribbean,Continental island,Tobago,300,119.21,Coereba,flaveola,luteola,46390,,Y,TRINIDAD & TOBAGO,TOBAGO FOREST RESERVE,,,,10.7,55.02,46.09,8.93,16.23046165,16.59,40.23,3.15,3.59,12.21,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,45916,,Y,TRINIDAD & TOBAGO,2.7 KM SW MORNE BLEU,,,,10.3,58.35,49.55,8.8,15.08140531,16.32,36.21,3.17,3.68,11.66,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,45919,,Y,TRINIDAD & TOBAGO,2.7 KM SW MORNE BLEU,,,,10.4,56.55,48.85,7.7,13.61626879,16.43,36.4,3.17,3.32,12.5,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,46026,,Y,TRINIDAD & TOBAGO,2.7 KM SW MORNE BLEU,,,,10.6,56.59,49.08,7.51,13.27089592,16.75,33.18,3.1,3.49,12.42,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,46028,,Y,TRINIDAD & TOBAGO,2.7 KM SW MORNE BLEU,,,,11.4,67.8,52.3,15.5,22.86135693,18.02,47.32,3.17,3.97,13.3,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,45927,,Y,TRINIDAD & TOBAGO,"ARIPO VALLEY, L'ORANGE ESTATE",,,,10.2,55.51,45.63,9.88,17.79859485,15.66,38.38,3.07,3.45,12.94,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,10819,,N,TRINIDAD & TOBAGO,ARIMA VALLEY,,,,,51.05,43.36,7.69,15.06366308,16.15,31.66,3.12,3.44,11.78,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,42637,,Y,TRINIDAD & TOBAGO,TRINIDAD,,,,10.1,60.55,50.52,10.03,16.56482246,16.79,31.89,3.15,3.76,13,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,42586,,Y,TRINIDAD & TOBAGO,TRINIDAD,,,,9.3,51.53,43.19,8.34,16.18474675,16.82,32.45,3.12,3.2,12.87,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,46427,,Y,TRINIDAD & TOBAGO,TRINIDAD,,,,10.25,52.55,42.52,10.03,19.08658421,15.02,31.45,3.27,3.25,13.24,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,46369,,Y,TRINIDAD & TOBAGO,TRINIDAD,,,,10.8,60.24,51.04,9.2,15.27224436,14.71,33.85,3.21,3.4,12.9,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,46370,,Y,TRINIDAD & TOBAGO,TRINIDAD,,,,11.95,61.93,52.04,9.89,15.96964315,17.11,30.89,3.25,3.45,13,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,45977,,Y,TRINIDAD & TOBAGO,TRINIDAD,,,,11.8,61.41,50.28,11.13,18.12408403,15.98,41.36,3.17,3.46,12.31,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,45866,,Y,TRINIDAD & TOBAGO,TRINIDAD,,,,10.4,56.05,44.63,11.42,20.37466548,16.69,32.96,3.05,3.43,12.28,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,46461,,Y,TRINIDAD & TOBAGO,TRINIDAD,,,,11.15,56.16,46.33,9.83,17.50356125,16.46,39.85,3.26,3.59,12.36,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Coereba,flaveola,luteola,46511,,Y,TRINIDAD & TOBAGO,TRINIDAD,,,,10,51.4,42.1,9.3,18.09338521,15.48,35.39,3.03,3.48,11.81,Brynn
Caribbean,Greater Antilles,Cayman Brac,38,639.27,Coereba,flaveola,sharpei,36115,,N,CAYMAN ISLANDS,Cayman Brac BWI ,,,,NA,54.94,46.53,8.41,15.3076083,18.35,42.75,3.19,3.53,14.3,Brynn
Caribbean,Greater Antilles,Grand Cayman,196,492.12,Coereba,flaveola,sharpei,22243,,N,CAYMAN ISLANDS,Grand Cayman,,,,NA,61.5,55.26,6.24,10.14634146,20.65,51.61,3.22,3.68,14.84,Brynn
Caribbean,Greater Antilles,Grand Cayman,196,492.12,Coereba,flaveola,sharpei,36114,,N,CAYMAN ISLANDS,"Newlands, Grand Cayman",,,,NA,58.89,53.83,5.06,8.592290711,19.53,45.45,3.04,3.42,13.56,Brynn
Caribbean,Greater Antilles,Hispaniola - Ayiti - Quisqueya,73929,575.78,Coereba,flaveola,bananivora,30691,,N,DOMINICAN REPUBLIC,"DIST. SANTO DOMINGO, GUERRA, CA 30 KM NE CIUDAD TRUJILLO,",,,,8.4,57.04,49.25,7.79,13.65708275,14.93,41.04,2.87,3.35,12.28,Brynn
Caribbean,Greater Antilles,Hispaniola - Ayiti - Quisqueya,73929,575.78,Coereba,flaveola,bananivora,52056,,Y,DOMINICAN REPUBLIC,PARQUE NACIONAL MARTIN GARCIA,,,,7.3,55.35,45.48,9.87,17.83197832,15.56,41.59,2.38,3.09,11.86,Brynn
Caribbean,Greater Antilles,Hispaniola - Ayiti - Quisqueya,73929,646.32,Coereba,flaveola,bananivora,8045,,N,HAITI,NAN CAFE,,,,NA,62.18,52.11,10.07,16.19491798,17.14,39.73,2.97,3.18,11.34,Brynn
Caribbean,Greater Antilles,Hispaniola - Ayiti - Quisqueya,73929,646.32,Coereba,flaveola,bananivora,21048,,N,HAITI,PAILLANT,,,,NA,50.19,43.68,6.51,12.9707113,15.14,29.58,2.54,2.97,10.26,Brynn
Caribbean,Greater Antilles,Jamaica - Yameya,11190,616.75,Coereba,flaveola,flaveola,18148,,N,JAMAICA,WORTHY PARK,,,M,7.7,60.18,43.93,16.25,27.00232635,17.47,41.26,3.01,3.87,12.45,Mia
Caribbean,Greater Antilles,Jamaica - Yameya,11190,616.75,Coereba,flaveola,flaveola,11225,,N,JAMAICA,MONTEGO BAY,,,M,NA,59.37,47.08,12.29,20.70069058,16.26,41.78,3.25,3.97,12.07,Mia
Caribbean,Greater Antilles,Jamaica - Yameya,11190,616.75,Coereba,flaveola,flaveola,36113,,N,JAMAICA,#N/A,,,M,NA,56.43,47.41,9.02,15.98440546,16.68,38.9,3.26,3.7,11.92,Mia
Caribbean,Greater Antilles,Jamaica - Yameya,11190,616.75,Coereba,flaveola,flaveola,40113,,Y,JAMAICA,#N/A,,,M,NA,54.95,47.96,6.99,12.72065514,,,,,,Mia
Caribbean,Greater Antilles,Jamaica - Yameya,11190,616.75,Coereba,flaveola,flaveola,50059,,Y,JAMAICA,#N/A,,,M,10.1,63.34,51.76,11.58,18.28228608,,,,,,Mia
Caribbean,Greater Antilles,Puerto Rico - Borikén,9100,745.62,Coereba,flaveola,portoricensis,9232,,N,PUERTO RICO,#N/A,,,,NA,61.3,49.13,12.17,19.85318108,16.58,44.15,3.14,3.55,13.85,Brynn
Caribbean,Greater Antilles,Puerto Rico - Borikén,9100,745.62,Coereba,flaveola,portoricensis,4231,,N,PUERTO RICO,#N/A,,,,NA,61.27,54.09,7.18,11.71862249,15.84,47.04,3.17,NA,14.72,Brynn
Caribbean,Greater Antilles,Puerto Rico - Borikén,9100,745.62,Coereba,flaveola,portoricensis,30694,,N,PUERTO RICO,#N/A,,,,NA,57.93,48.5,9.43,16.27826687,17.43,45.64,3.09,3.69,14.62,Brynn
Caribbean,Greater Antilles,Puerto Rico - Borikén,9100,745.62,Coereba,flaveola,portoricensis,56059,,N,PUERTO RICO,"Puerto Rico, Laguna Cartagena",,,,NA,59.04,51.41,7.63,12.92344173,16.59,42.42,3.18,NA,14.46,Brynn
Caribbean,Lesser Antilles - Kalinago,Barbados,431,426.26,Coereba,flaveola,barbadensis,10251,,N,BARBADOS,"ST. MICHAEL, BARBADOS MUSEUM GARDEN",,,,NA,61.3,50.93,10.37,16.91680261,18.62,47.76,2.72,3.19,12.63,Brynn
Caribbean,Lesser Antilles - Kalinago,Barbados,431,426.26,Coereba,flaveola,barbadensis,10225,,N,BARBADOS,"ST. MICHAEL, BARBADOS MUSEUM GARDEN",,,,NA,55.29,45.77,9.52,17.21830349,17.48,35.65,2.98,3.06,12.38,Brynn
Caribbean,Lesser Antilles - Kalinago,Barbados,431,426.26,Coereba,flaveola,barbadensis,10224,,N,BARBADOS,"ST. MICHAEL, BARBADOS MUSEUM GARDEN",,,,NA,53.78,45.66,8.12,15.09854965,16.82,33.91,2.98,3.26,11.63,Brynn
Caribbean,Lesser Antilles - Kalinago,Barbados,431,426.26,Coereba,flaveola,barbadensis,10223,,N,BARBADOS,"ST. MICHAEL, BARBADOS MUSEUM GARDEN",,,,NA,51.98,42.1,9.88,19.0073105,16.46,38.61,2.56,2.98,12.16,Brynn
Caribbean,Lesser Antilles - Kalinago,St. Eustatius,21,741.91,Coereba,flaveola,barthomelica,10193,,N,DUTCH WEST INDIES,N/A,,,,NA,58.36,46.62,11.74,20.11651816,17.98,42.48,3.13,3.32,13.55,Brynn
Caribbean,Lucayan,Conception,8,581.19,Coereba,flaveola,bahamensis,10214,,N,BAHAMAS,N/A,,,F,NA,54.57,44.16,10.41,19.07641561,18.58,37.12,2.96,,14,Mia
Caribbean,Lucayan,Eleuthera,288,368.03,Coereba,flaveola,bahamensis,9230,,N,BAHAMAS,N/A,,,F,NA,59.99,49.77,10.22,17.0361727,16.71,43.18,3.46,4.16,13.27,Mia
Caribbean,Lucayan,Grand Bahama,1096,145.79,Coereba,flaveola,bahamensis,14319,,N,BAHAMAS,WEST END,,,M,NA,64.35,45.74,18.61,28.91996892,17.88,40.24,3.17,3.56,12.21,Mia
Caribbean,Lucayan,Middle Caicos,144.2,991.01,Coereba,flaveola,bahamensis,40114,,Y,TURKS & CAICOS ISLANDS,2.5 KM W CONCH BAR,,,F,7.8,58.69,46.4,12.29,20.94053501,19.1,34,3.44,3.84,14.71,Mia
Caribbean,Lucayan,Middle Caicos,144.2,991.01,Coereba,flaveola,bahamensis,40117,,Y,TURKS & CAICOS ISLANDS,2.5 KM W CONCH BAR,,,M,9.1,65.26,53.19,12.07,18.49524977,17.81,37.95,3.01,3.7,14.34,Mia
Caribbean,Lucayan,New Providence,207,291.94,Coereba,flaveola,bahamensis,30690,,N,BAHAMAS,WEST END,,,F,NA,60.69,50.16,10.53,17.3504696,19.02,43.36,3.53,3.81,12.98,Mia
Caribbean,Lucayan,New Providence,207,291.94,Coereba,flaveola,bahamensis,41211,,N,BAHAMAS,PROSPECT RIDGE,,,M,8.3,63.23,49.3,13.93,22.03068164,18.71,42.96,3.78,4.19,13.98,Mia
Caribbean,Lucayan,New Providence,207,291.94,Coereba,flaveola,bahamensis,41212,,Y,BAHAMAS,"NASSAU; VILLAGE ROAD, BAHAMAS NATIONAL TRUST RETREAT",,,F,10.8,61.07,44.33,16.74,27.41116751,20.55,42.82,3.98,3.84,13.59,Mia
Caribbean,Lucayan,New Providence,207,291.94,Coereba,flaveola,bahamensis,8928,,N,BAHAMAS,NASSAU,,,M,NA,66.34,53.75,12.59,18.97799216,18.56,51.43,3.38,4.07,13.65,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,caucae,36118,1/10/1996,N,COLOMBIA,"CALI, NEAR",1600m,,M,NA,57.47,47.78,9.69,16.86097094,13.18,38.73,3.21,NA,13.8,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,caucae,36119,4/10/1966,N,COLOMBIA,"CALI, NEAR",1700m,,F,NA,54.23,46.43,7.8,14.38318274,14.73,34.54,3.7,NA,12.61,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,luteola,36120,,N,COLOMBIA,NAZARETH,,,,NA,52.24,43.6,8.64,16.53905054,18.57,33.26,3.48,3.34,11.22,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,luteola,36121,,N,COLOMBIA,NAZARETH,,,,NA,58.06,47.43,10.63,18.30864623,17.13,34.54,3.24,3.19,13.34,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,luteola,9229,,N,COLOMBIA,"CARTAGENA [PRESUMABLY: TAG READS ""GRANADA, CARTHAGENA""]",,,,NA,56.92,45.99,10.93,19.20238932,18.28,36.15,2.93,3.21,10.87,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,magnirostris,49256,14/10/2010,Y,PERU,AREA DE CONSERVACION PRIVADA GOTAS DE AGUA,NA,NA,M,11.06,69.52,55.29,14.23,20.4689298,17.08,41.21,3.46,3.62,17.15,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,magnirostris,49222,17/10/2010,Y,PERU,AREA DE CONSERVACION PRIVADA GOTAS DE AGUA,NA,NA,M,9.43,63.65,53.53,10.12,15.89945012,17.33,29.08,3.46,3.73,15.68,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,magnirostris,49226,18/10/2010,Y,PERU,AREA DE CONSERVACION PRIVADA GOTAS DE AGUA,NA,NA,F,9.19,58.38,51.35,7.03,12.04179514,16.2,33.45,3.36,3.56,16.35,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,magnirostris,49235,21/10/2010,Y,PERU,AREA DE CONSERVACION PRIVADA GOTAS DE AGUA,NA,NA,F,8.73,58.4,51.74,6.66,11.40410959,17.25,33.68,3.33,3.57,13.9,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,magnirostris,47340,7/11/2009,Y,PERU,BALSAS,NA,NA,M,7.45,54.82,51.57,3.25,5.928493251,16.52,33.26,3.32,3.89,14.83,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,magnirostris,47367,,Y,PERU,BALSAS,,,,8.75,60.05,50.75,9.3,15.48709409,17.04,36.03,2.91,3.54,14.78,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,magnirostris,47381,,Y,PERU,BALSAS,,,,9.85,61.97,56.79,5.18,8.358883331,15.95,40.21,3.13,3.46,14.79,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,mexicana,9228,NA,N,GUATEMALA,Guatemala,NA,beak opened,NA,NA,48.68,44.37,4.31,8.853738702,13.89,33.95,2.86,NA,12.49,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,mexicana,9227,NA,N,MEXICO,mexico: MIRADOR,NA,NA,NA,NA,49.37,45.39,3.98,8.061575856,13.49,31.66,3.22,3.26,12.52,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,mexicana,2177,2/7/1949,N,MEXICO,Oaxaca: LaCova ,1000m,,F,NA,50.49,46.09,4.4,8.71459695,15.1,30.81,2.94,3.41,12.6,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,mexicana,2178,13/07/1949,,MEXICO,Oaxaca: LaCova ,1000m,skele fragments ,M,NA,54.02,46.9,7.12,13.18030359,15.56,37.79,3.12,3.3,12.69,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,mexicana,2179,25/07/1949,N,MEXICO,Oaxaca: LaCova ,1000m,,M,NA,54.52,46.28,8.24,15.11371974,14.8,35.87,3.06,3.35,12.76,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Coereba,flaveola,pacifica,49413,18/10/2011,Y,PERU,Peru Depto. Plura Plov. SullaNA Coto de Caze El Angolo 14km SE FerNAndez 4 degrees 14.33'S 80 degrees 44.70'W,854m,"netted, semideciduous forest, p skele",M,8.8,56.47,49.06,7.41,13.12201169,16.96,30.38,3,3.52,13.79,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,5027,,N,HONDURAS,"HONDURAS, MORAZAN",2600FT,,F,NA,53.85,43.01,10.84,20.12999071,12.87,31.74,4.66,3.7,6.65,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,5024,,N,HONDURAS,"HONDURAS, MORAZAN",,,M,NA,49.23,42.92,6.31,12.81738777,11.99,34.5,4.19,3.83,6.79,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,5031,,N,HONDURAS,"HONDURAS, MORAZAN",2600ft,,M,NA,52.14,43.22,8.92,17.10778673,14.53,31.66,4.28,3.8,6.43,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,1567,,N,HONDURAS,"HONDURAS, MORAZAN",2600ft,,F,NA,51.36,42.8,8.56,16.66666667,13.8,30.72,4.77,4.22,6.55,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,1557,,N,HONDURAS,"HONDURAS, MORAZAN",2600FT,,M,NA,50.52,45.1,5.42,10.72842439,13.72,34.49,3.96,4.12,6.43,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,5029,,N,HONDURAS,"HONDURAS, MORAZAN",2600ft,,F,NA,50.64,42.17,8.47,16.72590837,13.19,32.29,4.87,3.84,6.56,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,1558,,N,HONDURAS,"HONDURAS, PARAISO",1900ft,,F,NA,51.92,42.4,9.52,18.33590139,13.7,31.96,4.59,4.15,6.51,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,14309,,N,MEXICO,"MEXICO, CHIAPAS",2400FT,,,NA,53.01,39.95,13.06,24.63686097,13.69,34.97,4.59,4.16,6.12,Mia
